description,generic_name,how_to_take,name,side_effects,source,source_url,warnings
"<p>Mvasi is used in adults alone or in combination with other <a href=""/health-guide/cancer.html"" data-type=""auto"">cancer</a> treatments to treat a certain type of <a href=""/health-guide/brain-tumor.html"" data-type=""auto"">brain tumor</a> and certain types of cancers of the kidney, liver, lung, colon, rectum, cervix, ovary, or fallopian tube.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/bevacizumab.html"">bevacizumab</a> [ <i>bev-a-CIZ-oo-mab</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/alymsys.html"">Alymsys</a>, <a href=""/avastin.html"">Avastin</a>, Mvasi, <a href=""/mtm/vegzelma.html"">Vegzelma</a>, <a href=""/mtm/zirabev.html"">Zirabev</a><br>
<b>Drug class:</b> <a href=""/drug-class/vegf-vegfr-inhibitors.html"">VEGF/VEGFR  inhibitors</a></p>",['<p>Mvasi is given as an infusion into a vein. A healthcare provider will give you this injection.</p>'],Mvasi,"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives, difficult breathing, swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/mvasi.html,['<p><b>Mvasi can make it easier for you to bleed. Seek emergency medical attention if you have any bleeding that will not stop. Bleeding may also happen inside your body.</b></p>']
"<p>There are many brands and forms of <a href=""/mtm/ocular-lubricant.html"" data-type=""auto"">ocular lubricant</a> available and not all are listed on this leaflet.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/ocular-lubricant.html"">ocular lubricant</a> [ <i>OK-yoo-lar-LOO-bri-kant</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/advanced-eye-relief-dry-eye.html"">Advanced Eye Relief Dry Eye</a>, <a href=""/mtm/alcon-tears.html"">Alcon Tears</a>, <a href=""/mtm/artelac-nighttime.html"">Artelac Nighttime</a>, <a href=""/mtm/artificial-tears.html"">Artificial Tears</a>, <a href=""/mtm/bion-tears.html"">Bion Tears</a>, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 92 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Blink Contacts, Blink Gel Tears, Blink Tears, Blink-N-Clean, Celluvisc, Clear Eyes CLR, Clear Eyes Tears, Dry Eye Relief, FreshKote, FreshKote Preservative Free, GenTeal, GenTeal Mild, GenTeal PF Tears Moderate, GenTeal Tears Moderate, GenTeal Tears Night-Time, GenTeal Tears Severe, Hypotears, ImproVue, Isopto Tears, Ivizia, Lacri-Lube S.O.P., Lacrisert, Lubricant Eye Drops, Lubrifresh P.M., Moisture Drops, Moisture Eyes, Moisture Eyes PM, Oasis Tears, Oasis Tears Plus, Opti-Free Pure Moist Rewetting Drops, Opti-Free Rewetting Drops, optive, optive Sensitive, Refresh, Refresh Contacts, Refresh Digital, Refresh Digital PF, Refresh Endura, Refresh Liquigel, Refresh Optive, Refresh Optive Advanced, Refresh Optive Mega-3, Refresh Optive Mega-3 Preservative Free, Refresh Plus, Refresh PM, Refresh Relieva, Refresh Relieva PF, Regener-Eyes Lite, retaine PM, Rohto Dry-Aid, Soothe, Soothe Night Time, Soothe XP, Soothe XP Preservative Free, Sterile Lubricating Tears, Stye Sterile Lubricant, Systane, Systane Balance, Systane Complete Optimal Dry Eye Relief, Systane Complete Preservative Free Dry Eye Relief, Systane Hydration Preservative Free, Systane Nighttime, Systane Overnight Therapy, Systane Preservative Free, Systane Ultra, Systane Ultra Preservative Free, Tears Naturale, Tears Naturale Forte, Tears Naturale II, Tears Naturale PM, TheraTears, TheraTears Contact Lens, TheraTears Extra, TheraTears Liquid Gel, TheraTears Sterilid, Ultra Fresh, Ultra Fresh P.M., Ultra Lubricating Eye Drops, Visine Dry Eye Relief, Visine for Contacts, Visine Tears, Viva-Drops, Akwa Tears, Liquitears, Refresh Dry Eye Therapy, Refresh Repair, Tears Again
</span><br>
<b>Drug class:</b> <a href=""/drug-class/ophthalmic-lubricants-and-irrigations.html"">Ophthalmic lubricants and irrigations</a></p>",[],Oasis Tears Plus,"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/oasis-tears-plus.html,['<p><b>You should not use an Oasis Tears Plus to treat or prevent an eye infection.</b></p>']
"<p>There are many brands and forms of <a href=""/mtm/ocular-lubricant.html"" data-type=""auto"">ocular lubricant</a> available and not all are listed on this leaflet.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/ocular-lubricant.html"">ocular lubricant</a> [ <i>OK-yoo-lar-LOO-bri-kant</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/advanced-eye-relief-dry-eye.html"">Advanced Eye Relief Dry Eye</a>, <a href=""/mtm/alcon-tears.html"">Alcon Tears</a>, <a href=""/mtm/artelac-nighttime.html"">Artelac Nighttime</a>, <a href=""/mtm/artificial-tears.html"">Artificial Tears</a>, <a href=""/mtm/bion-tears.html"">Bion Tears</a>, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 92 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Blink Contacts, Blink Gel Tears, Blink Tears, Blink-N-Clean, Celluvisc, Clear Eyes CLR, Clear Eyes Tears, Dry Eye Relief, FreshKote, FreshKote Preservative Free, GenTeal, GenTeal Mild, GenTeal PF Tears Moderate, GenTeal Tears Moderate, GenTeal Tears Night-Time, GenTeal Tears Severe, Hypotears, ImproVue, Isopto Tears, Ivizia, Lacri-Lube S.O.P., Lacrisert, Lubricant Eye Drops, Lubrifresh P.M., Moisture Drops, Moisture Eyes, Moisture Eyes PM, Oasis Tears, Oasis Tears Plus, Opti-Free Pure Moist Rewetting Drops, Opti-Free Rewetting Drops, optive, optive Sensitive, Refresh, Refresh Contacts, Refresh Digital, Refresh Digital PF, Refresh Endura, Refresh Liquigel, Refresh Optive, Refresh Optive Advanced, Refresh Optive Mega-3, Refresh Optive Mega-3 Preservative Free, Refresh Plus, Refresh PM, Refresh Relieva, Refresh Relieva PF, Regener-Eyes Lite, retaine PM, Rohto Dry-Aid, Soothe, Soothe Night Time, Soothe XP, Soothe XP Preservative Free, Sterile Lubricating Tears, Stye Sterile Lubricant, Systane, Systane Balance, Systane Complete Optimal Dry Eye Relief, Systane Complete Preservative Free Dry Eye Relief, Systane Hydration Preservative Free, Systane Nighttime, Systane Overnight Therapy, Systane Preservative Free, Systane Ultra, Systane Ultra Preservative Free, Tears Naturale, Tears Naturale Forte, Tears Naturale II, Tears Naturale PM, TheraTears, TheraTears Contact Lens, TheraTears Extra, TheraTears Liquid Gel, TheraTears Sterilid, Ultra Fresh, Ultra Fresh P.M., Ultra Lubricating Eye Drops, Visine Dry Eye Relief, Visine for Contacts, Visine Tears, Viva-Drops, Akwa Tears, Liquitears, Refresh Dry Eye Therapy, Refresh Repair, Tears Again
</span><br>
<b>Drug class:</b> <a href=""/drug-class/ophthalmic-lubricants-and-irrigations.html"">Ophthalmic lubricants and irrigations</a></p>",[],Oasis Tears,"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/oasis-tears.html,['<p><b>You should not use an ocular lubricant to treat or prevent an eye infection.</b></p>']
<p>Oasis Moisturizing Mouth are manmade forms of the mucus secretions normally produced in the human mouth. This medicine help to create artificial saliva when the body does not produce enough on its own.</p>,"<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/saliva-substitutes.html"">saliva substitutes</a> [ <i>sa-LYE-va-SUB-sti-tutes</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/aquoral.html"">Aquoral</a>, Biotene Dry Mouth, <a href=""/mtm/biotene-moisturizing-mouth-spray.html"">Biotene Moisturizing Mouth Spray</a>, <a href=""/mtm/biotene-mouthwash.html"">Biotene Mouthwash</a>, <a href=""/mtm/biotene-oral-balance.html"">Biotene Oral Balance</a>, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 22 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
BocaSal, Caphosol, Dry Mouth Mouthwash, Moi-Stir, Mouth Kote, NeutraSal, Numoisyn, Oasis Moisturizing Mouth, Optimoist, Orajel Dry Mouth Moisturizing, Oral-B Moisturizing, SalivaMAX, Stoppers 4 Dry Mouth, XyliMelts, Glandosane Unflavored, Salivart, Xero-Lube
</span><br>
<b>Drug class:</b> <a href=""/drug-class/mouth-and-throat-products.html"">Mouth and throat products</a></p>",['<p>A saliva substitute is for use only in the mouth. Do not get it in your eyes.</p>'],Oasis Moisturizing Mouth,"<p>Get emergency medical help if you have <b>signs of an allergic reaction:</b> hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/oasis-moisturizing-mouth.html,"['<p>There are many brands and forms of <a href=""/mtm/saliva-substitutes.html"" data-type=""auto"">saliva substitutes</a> available. Not all brands are listed on this leaflet. Follow all directions on your medicine label and package.</p>']"
<p>Antihemophilic factor (AHF) recombinant porcine sequence injection is used to treat serious bleeding episodes in patients with acquired hemophilia A. The bleeding episode may be due to an injury or surgery. Antihemophilic factor recombinant porcine sequence is a manmade protein to replace the AHF produced naturally in the body to help form blood clots to stop bleeding. </p>,"<p class=""drug-subtitle"">
<b>Generic name:</b> antihemophilic factor (recombinant) porcine sequence (an-tye-hee-moe-FIL-ik FAK-tor (ree-KOM-bi-nant) POR-sine SEE-kwen-se)<br>
<b>Drug class:</b> <a href=""/drug-class/miscellaneous-coagulation-modifiers.html"">Miscellaneous coagulation modifiers</a></p>",['<p>A doctor or other trained health professional will give you this medicine in a hospital or clinic setting. It is given through a needle placed into one of your veins. You may also be taught how to give this medicine at home. </p>'],Obizur (Intravenous),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/obizur-antihemophilic-factor-recombinant-porcine-sequence-intravenous.html,['<p>It is very important that your doctor check you closely while you are receiving this medicine to make sure it is working properly. Blood tests are needed to check for unwanted effects. </p>']
,"<p class=""drug-subtitle"">
<b>Package insert / product label</b><br>
<b>Generic name:</b> <a href=""/mtm/antihemophilic-factor-human.html"">antihemophilic factor</a> (recombinant), porcine sequence<br>
<b>Dosage form:</b> injection<br>
<b>Drug class:</b> <a href=""/drug-class/miscellaneous-coagulation-modifiers.html"">Miscellaneous coagulation modifiers</a><br>
<b>J Code (medical billing code):</b> J7188 (Per intl units, injection)</p>",[],Obizur Prescribing Information,,drugs.com,https://www.drugs.com/pro/obizur.html,[]
<p>Obinutuzumab is a type of targeted chemotherapy drug for the treatment of certain blood cancers.</p>,"<p class=""drug-subtitle"">
<b>Generic name:</b> obinutuzumab<br>
<b>Brand name:</b> <a href=""/gazyva.html"">Gazyva</a><br>
<b>Dosage form:</b> intravenous (infusion) injection<br>
<b>Drug class:</b> <a href=""/drug-class/cd20-monoclonal-antibodies.html"">CD20 monoclonal antibodies</a></p>",[],Obinutuzumab,<p>Obinutuzumab can cause serious side effects including:</p>,drugs.com,https://www.drugs.com/obinutuzumab.html,['<p>Obintuzumab can cause serious side effects including:</p>']
"<p>Obiltoxaximab injection is used together with antibiotics to treat inhalational anthrax. It is also used to prevent inhalational anthrax after a person is exposed. Obiltoxaximab works by preventing the anthrax bacteria from entering the body's cells, which prevents an infection. </p>","<p class=""drug-subtitle"">
<b>Generic name:</b> obiltoxaximab [ <i>oh-bil-tox-AX-i-mab</i> ]</p>",['<p>A nurse or other trained health professional will give you this medicine. The medicine is given through a needle placed in a vein. </p>'],Obiltoxaximab (Intravenous),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/obiltoxaximab.html,['<p><i>Your doctor will check your progress closely while you are receiving this medicine</i>. This will allow your doctor to see if the medicine is working properly and to check for unwanted effects. </p>']
"<p>Phendimetrazine is used as part of a short-term plan, along with a low calorie diet, for weight reduction. It is used in obese patients who have not been able to lose weight with diet and exercise alone. Phendimetrazine belongs to the group of medicines known as appetite suppressants. </p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/phendimetrazine.html"">phendimetrazine</a> [ <i>fen-dye-MET-ra-zeen-TAR-trate</i> ]<br>
<b>Drug classes:</b> <a href=""/drug-class/anorexiants.html"">Anorexiants</a>, <a href=""/drug-class/cns-stimulants.html"">CNS stimulants</a></p>","['<p><i>Take this medicine only as directed by your doctor</i>. Do not take more of it, do not take it more often, and do not take it for a longer time than your doctor ordered. If too much is taken, it may become habit-forming (causing mental or physical dependence). </p>']",Obezine (Oral),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/obezine.html,['<p><i>It is very important that your doctor check your progress at regular visits</i> to make sure that this medicine is working properly and does not cause any unwanted effects. </p>']
"<p>Primary <a href=""/condition/biliary-cirrhosis.html"" data-type=""auto"">biliary cholangitis</a> (PBC) is a chronic <a href=""/condition/liver-disease.html"" data-type=""auto"">liver disease</a> that can destroy bile ducts in the liver and may lead to <a href=""/health-guide/cirrhosis.html"" data-type=""auto"">cirrhosis</a> (scarring of the liver) and liver failure. PBC is a progressive disease that may have no symptoms for many years.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> obeticholic acid [ <i>oh-BET-i-KOE-lik-AS-id</i> ]<br>
<b>Brand name:</b> <a href=""/ocaliva.html"">Ocaliva</a><br>
<b>Dosage form:</b> oral tablet (10 mg; 5 mg)<br>
<b>Drug class:</b> <a href=""/drug-class/miscellaneous-gi-agents.html"">Miscellaneous GI agents</a></p>",['<p><b>Usual Adult Dose for Biliary Cirrhosis:</b></p>'],Obeticholic acid,"<p>Get emergency medical help if you have <b>signs of an allergic reaction:</b> hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/obeticholic-acid.html,"['<p>Call your doctor at once if you have mood changes, severe itching, swelling, weight gain, trouble breathing, stomach pain, less urination, yellowing of your skin or eyes, bloody or tarry stools, or if you <a href=""/cg/chronic-cough.html"" data-type=""auto"">cough</a> up blood or vomit that looks like coffee grounds.</p>']"
